line_id,EMIR band,freq,Calibration error (%),"Noise RMS (K) [1 min, IPWV=0mm]","Noise RMS (K) [1 min, IPWV=1mm]","Noise RMS (K) [1 min, IPWV=2mm]"
so_n10_j9__n9_j9,E330,295.3557128344757,10.0,0.10776817383262603,0.14344678765566027,0.23320454218191192
so_n7_j6__n6_j5,E330,296.5500809696948,10.0,0.10831825601968822,0.1446517984698415,0.23638927942569574
so_n2_j1__n0_j1,E330,299.38397452167544,10.0,0.11096254096866921,0.14924516947686847,0.24682688687873708
c_c3h2_j5_ka4_kc2__j4_ka3_kc1,E330,300.1913443382833,10.0,0.11151532691089136,0.15037058909965922,0.24970694457799422
so_n7_j7__n6_j6,E330,301.2861413551626,10.0,0.11585287481450811,0.15617069476830184,0.2596877430948166
so_n7_j8__n6_j7,E330,304.0778613816714,10.0,0.11153597210965345,0.15311356442458818,0.26120853803706967
c_c3h2_j8_ka5_kc4__j7_ka6_kc1,E330,305.55111036946244,10.0,0.1119598733060712,0.15490227013009739,0.26742216268782387
c_c3h2_j4_ka3_kc1__j3_ka2_kc2,E330,306.5776910040924,10.0,0.11251405218226768,0.1565817584470587,0.272761171753662
so_n2_j2__n1_j2,E330,309.5024618034499,10.0,0.11562371110367457,0.16406056286877982,0.2946027929202617
c_c3h2_j6_ka4_kc2__j5_ka5_kc1,E330,311.85171643124096,10.0,0.11876078491380188,0.17240763279559795,0.3207641624911917
c_c3h2_j6_ka3_kc3__j5_ka4_kc2,E330,312.7092058180233,10.0,0.12052147815444332,0.17681480875723687,0.3344340351967865
13c_18o_j3__j2,E330,314.1120332841632,10.0,0.12444221259421563,0.18647421000819747,0.36469847838392117
so_n1_j1__n1_j0,E330,316.3417111388618,10.0,0.18003644857434864,0.2723604264086841,0.5555310235551302
c_c3h2_j9_ka1_kc9__j8_ka0_kc8,E330,318.2939885827771,10.0,0.15156925993931886,0.25986562397411267,0.6315436379602208
c_c3h2_j9_ka0_kc9__j8_ka1_kc8,E330,318.2939885827771,10.0,0.15156925993931886,0.25986562397411267,0.6315436379602208
c_c3h2_j8_ka1_kc7__j7_ka2_kc6,E330,318.48189321403134,10.0,0.1542132425084602,0.2673933485644864,0.6621590255127194
c_c3h2_j8_ka2_kc7__j7_ka1_kc6,E330,318.48198281149354,10.0,0.15421458474680366,0.2673971597712451,0.6621746222565424
c_c3h2_j7_ka2_kc5__j6_ka3_kc4,E330,318.69659373747805,10.0,0.15759028666289424,0.2770650316785977,0.7022915724338856
c_c3h2_j7_ka3_kc5__j6_ka2_kc4,E330,318.7898626119979,10.0,0.15919996864589853,0.2816859050820102,0.7217554647455823
c_c3h2_j10_ka1_kc9__j10_ka0_kc10,E330,319.7478157578833,10.0,0.1859489035438225,0.3558111637253602,1.0484938855135282
c_c3h2_j10_ka2_kc9__j10_ka1_kc10,E330,319.7478157578833,10.0,0.1859489035438225,0.3558111637253602,1.0484938855135282
h2_18o_j5_ka1_kc5__j4_ka2_kc2,E330,322.46960121452986,10.0,0.39424661413513373,1.2781882743523458,10.486074832647997
h2o_j5_ka1_kc5__j4_ka2_kc2,E330,325.1554414195268,10.0,4.502303820299641,117.05266322126916,75730.0273278235
c_c3h2_j6_ka4_kc3__j5_ka3_kc2,E330,326.1523507085252,10.0,1.7957796912597246,19.597614746754896,2115.5358168042267
so_n6_j5__n5_j6,E330,326.6447835700978,10.0,1.0542957968563895,6.983279802579293,264.67984187593714
c_18o_j3__j2,E330,329.32276524419234,10.0,0.23028955546348995,0.5210038372782647,2.076573506313471
so_n2_j1__n1_j0,E330,329.38549596972507,10.0,0.22683931944405272,0.5083016502319149,1.9893728583046228
13c_o_j3__j2,E330,330.5937990107153,10.0,0.18284323010385678,0.35726178465906694,1.087256124254715
so_n11_j10__n10_j10,E330,336.55383053292314,10.0,0.13486302358468086,0.21710198329786154,0.4762560423217691
c_c3h2_j4_ka4_kc1__j3_ka1_kc2,E330,336.9481864701132,10.0,0.1341019865139729,0.2151394215007926,0.46935511402848695
c_c3h2_j5_ka5_kc1__j4_ka4_kc0,E330,338.203584437646,10.0,0.13230611236608197,0.21055602676865576,0.4534587762261892
so_n3_j3__n2_j3,E330,339.3414784589566,10.0,0.1313823379734271,0.20820350282681166,0.4453975899358516
cn_n3_j2d5__n2_j2d5,E330,339.48758316531985,10.0,0.1313000510230596,0.20799636393756454,0.4446967758264367
cn_n3_j2d5__n2_j1d5,E330,340.03133016044126,10.0,0.13107859921439083,0.20741804430456856,0.442711061408353
cn_n3_j3d5__n2_j2d5,E330,340.24882904183625,10.0,0.13101090634186977,0.20724678504719266,0.44213660975546765
so_n8_j7__n7_j6,E330,340.7141745069147,10.0,0.1309182078328423,0.20700670771146273,0.4413307092150615
co_v1_j3__v1_j2,E330,342.6373648639987,10.0,0.1318359101198231,0.20843208321542508,0.44468136092598026
cs_j7__j6,E330,343.5333394863017,10.0,0.136057722848118,0.2144741853634214,0.4569225909119784
so_n8_j8__n7_j7,E330,344.3106316432051,10.0,0.13250617850175658,0.21028476368293547,0.451444563553775
so_n3_j2__n1_j2,E330,345.7044941539671,10.0,0.13370007329092215,0.21314595449308543,0.46112854214858384
co_v0_j3__v0_j2,E330,345.80453097074445,10.0,0.1337895076080184,0.2133722318754651,0.46192016769360206
so_n8_j9__n7_j8,E330,346.528500969114,10.0,0.1337113402902005,0.21410084998578183,0.46625601139679357
c_c3h2_j8_ka6_kc3__j7_ka7_kc0,E330,347.4833936323827,10.0,0.13435978403681836,0.21623547643604785,0.4747267825325513
c_c3h2_j4_ka2_kc2__j3_ka1_kc3,E330,349.07407363822887,10.0,0.13640346127763148,0.22154164825020364,0.4938170856729384
c2h_n4d0_j4d5_f4d0__n3d0_j2d5_f3d0,E330,349.1080602476809,10.0,0.13646278216364413,0.22168285365771911,0.4943030058346131
c_c3h2_j5_ka5_kc0__j4_ka4_kc1,E330,349.2635639361984,10.0,0.1367529902575431,0.2223581896990018,0.4965959825758707
c2h_n4d0_j4d5_f4d0__n3d0_j3d5_f4d0,E330,349.3123987204377,10.0,0.13685304383423275,0.22258368190569364,0.49734616500273726
c2h_n4d0_j4d5_f5d0__n3d0_j3d5_f4d0,E330,349.3372713926852,10.0,0.13690645276244992,0.22270210252613518,0.49773588607210684
c2h_n4d0_j4d5_f4d0__n3d0_j3d5_f3d0,E330,349.33855492842326,10.0,0.13690924936207075,0.22270827270078783,0.4977561197491538
c2h_n4d0_j3d5_f4d0__n3d0_j2d5_f3d0,E330,349.39883943487075,10.0,0.13704863534683537,0.22300950230736566,0.49872983854139785
c2h_n4d0_j3d5_f3d0__n3d0_j2d5_f2d0,E330,349.40023340469014,10.0,0.13705204628982814,0.22301673360949462,0.49875288630720704
c2h_n4d0_j3d5_f3d0__n3d0_j2d5_f3d0,E330,349.4142043578124,10.0,0.13708720757064904,0.22309057709941926,0.49898664692478356
c2h_n4d0_j3d5_f4d0__n3d0_j3d5_f4d0,E330,349.60317582396567,10.0,0.13767227251899353,0.22424366000029589,0.5024557277289031
c2h_n4d0_j3d5_f3d0__n3d0_j3d5_f4d0,E330,349.6185407469072,10.0,0.13772519660962265,0.22434514755049945,0.5027539826557474
c2h_n4d0_j3d5_f4d0__n3d0_j3d5_f3d0,E330,349.62933203195115,10.0,0.1377692643788836,0.22442586361638933,0.5029811467114049
c2h_n4d0_j3d5_f3d0__n3d0_j3d5_f3d0,E330,349.64469695489265,10.0,0.13784393193950825,0.22455708091439203,0.5033350364922915
c_c3h2_j7_ka3_kc4__j6_ka4_kc3,E330,351.5228785477408,10.0,0.1450675295004789,0.23858108771926329,0.5452976543410472
c_c3h2_j10_ka0_kc10__j9_ka1_kc9,E330,351.7811401071267,10.0,0.1470712508312727,0.24200250503476667,0.5543342683824866
c_c3h2_j10_ka1_kc10__j9_ka0_kc9,E330,351.7811401071267,10.0,0.1470712508312727,0.24200250503476667,0.5543342683824866
c_c3h2_j9_ka1_kc8__j8_ka2_kc7,E330,351.96552960073484,10.0,0.14908774671432362,0.24527508678359974,0.5624569752419705
c_c3h2_j9_ka2_kc8__j8_ka1_kc7,E330,351.96552960073484,10.0,0.14908774671432362,0.24527508678359974,0.5624569752419705
c_c3h2_j8_ka2_kc6__j7_ka3_kc5,E330,352.18510172573264,10.0,0.15968854032899935,0.2605605228731763,0.5941087851790992
c_c3h2_j8_ka3_kc6__j7_ka2_kc5,E330,352.1932175888811,10.0,0.16058404486659136,0.26182489360526356,0.5966274264431493
c_c3h2_j7_ka4_kc4__j6_ka3_kc3,E330,354.14254998504964,10.0,0.14678312178044953,0.24865798167303982,0.5950148067773978
c_c3h2_j4_ka3_kc2__j3_ka0_kc3,E330,354.23966946678354,10.0,0.14710343643587828,0.24944560884004832,0.59792888342999
hcn_j4_f4__j3_f3,E330,354.5059031166461,10.0,0.14836083929914595,0.2521671954697998,0.6071666496351694
hcop_j4__j3,E330,356.7229193913681,10.0,0.15476843549016053,0.2707302773221646,0.6841763315785019
c_c3h2_j7_ka5_kc2__j6_ka6_kc1,E330,359.0186522458143,10.0,0.18894245836281087,0.33554565908352907,0.8888925897986332
so_n7_j6__n6_j7,E330,361.3511336035773,10.0,0.1806811714416919,0.3443880922087653,1.0133682419815155
hnc_j4__j3,E330,362.6303238646561,10.0,0.19320045716934203,0.3807696949059267,1.1922599354677388
c_c3h2_j5_ka4_kc1__j4_ka3_kc2,E330,368.2931856085889,10.0,7.429537831370134,16.65577830695248,82.88139757205438
so_n2_j2__n0_j1,E330,372.4341286065147,10.0,0.7447079574919694,3.76675576026545,81.0701645822773
so_n4_j4__n3_j4,E330,373.3442294147525,10.0,1.0584734922601904,7.352474156725956,308.8121038976853
c_c3h2_j7_ka4_kc3__j6_ka5_kc2,E330,373.6695167519711,10.0,1.2443364528690655,9.990719442698465,569.2859124366602
c_c3h2_j6_ka5_kc2__j5_ka4_kc1,E330,374.3572481190937,10.0,1.9059640291025968,22.48666001547017,2866.846866961452
