line_id,molecule,transition,E(K),Aij(s-1),freq
h2_v5_j17__v2_j19,h2,v5_j17__v2_j19,7933.86228307,1.086e-08,165314.86656926377
h2_v5_j17__v2_j17,h2,v5_j17__v2_j17,11586.26791834,1.368e-07,241418.65167528
h2_v5_j17__v2_j15,h2,v5_j17__v2_j15,15112.0803126,2.693e-07,314884.6616347833
h2_v5_j17__v3_j19,h2,v5_j17__v3_j19,3974.16837267,6.789e-09,82808.23271329935
h2_v5_j17__v3_j17,h2,v5_j17__v3_j17,7384.71401923,4.347e-07,153872.47335339308
h2_v5_j17__v3_j15,h2,v5_j17__v3_j15,10688.34571421,3.57e-08,222708.9887054444
h2_v5_j17__v4_j19,h2,v5_j17__v4_j19,357.53493613,9.712e-12,7449.819287424062
h2_v5_j17__v4_j17,h2,v5_j17__v4_j17,3517.94657518,4.43e-07,73302.11288324033
h2_v5_j17__v4_j15,h2,v5_j17__v4_j15,6594.46710552,1.031e-06,137406.39939903267
h2_v5_j17__v5_j15,h2,v5_j17__v5_j15,2840.18786343,5.922e-07,59179.91274898843
h2_v5_j18__v0_j20,h2,v5_j18__v0_j20,16179.0339982,6.509e-10,337116.36920386116
h2_v5_j18__v0_j18,h2,v5_j18__v0_j18,20363.25824707,7.406e-10,424301.45620415674
h2_v5_j18__v0_j16,h2,v5_j18__v0_j16,24418.90739015,1.259e-08,508807.4726963647
h2_v5_j18__v1_j20,h2,v5_j18__v1_j20,11689.0232134,7.016e-09,243559.7246213504
h2_v5_j18__v1_j18,h2,v5_j18__v1_j18,15628.63538833,1.491e-08,325647.92300399096
h2_v5_j18__v1_j16,h2,v5_j18__v1_j16,19454.74478334,9.162e-08,405371.10719199973
h2_v5_j18__v2_j20,h2,v5_j18__v2_j20,7523.97945159,9.399e-09,156774.2941245239
h2_v5_j18__v2_j18,h2,v5_j18__v2_j18,11217.24831986,1.352e-07,233729.53085270902
h2_v5_j18__v2_j16,h2,v5_j18__v2_j16,14814.03383514,1.995e-07,308674.3807028999
h2_v5_j18__v3_j20,h2,v5_j18__v3_j20,3692.722769,5.261e-09,76943.85786569255
h2_v5_j18__v3_j18,h2,v5_j18__v3_j18,7134.16038957,4.012e-07,148651.78280220038
h2_v5_j18__v3_j16,h2,v5_j18__v3_j16,10498.91543689,1.023e-09,218761.90216650127
h2_v5_j18__v4_j20,h2,v5_j18__v4_j20,210.4120267,7.146e-13,4384.275259315333
h2_v5_j18__v4_j18,h2,v5_j18__v4_j18,3389.49076845,4.585e-07,70625.52816422755
h2_v5_j18__v4_j16,h2,v5_j18__v4_j16,6515.77865142,1.325e-06,135766.79805154755
h2_v5_j18__v5_j16,h2,v5_j18__v5_j16,2876.34776072,6.232e-07,59933.36275635881
h2_v5_j19__v0_j21,h2,v5_j19__v0_j21,15507.80070503,6.067e-10,323130.13673118094
h2_v5_j19__v0_j19,h2,v5_j19__v0_j19,19734.32256256,7.752e-10,411196.5628929525
h2_v5_j19__v0_j17,h2,v5_j19__v0_j17,23861.85620979,1.145e-08,497200.4094190032
h2_v5_j19__v1_j21,h2,v5_j19__v1_j21,11145.45744844,6.462e-09,232233.65180839866
h2_v5_j19__v1_j19,h2,v5_j19__v1_j19,15120.19347038,1.53e-08,315053.71241333266
h2_v5_j19__v1_j17,h2,v5_j19__v1_j17,19010.49526118,7.718e-08,396114.4491030315
h2_v5_j19__v2_j21,h2,v5_j19__v2_j21,7109.94047714,7.793e-09,148147.12171169612
h2_v5_j19__v2_j19,h2,v5_j19__v2_j19,10829.87400017,1.331e-07,225657.9596951703
h2_v5_j19__v2_j17,h2,v5_j19__v2_j17,14482.27963544,1.355e-07,301761.7448011866
h2_v5_j19__v3_j21,h2,v5_j19__v3_j21,3412.38801041,4.092e-09,71102.62927392274
h2_v5_j19__v3_j19,h2,v5_j19__v3_j19,6870.18009121,3.673e-07,143151.32586921068
h2_v5_j19__v3_j17,h2,v5_j19__v3_j17,10280.72573633,1.642e-08,214215.56647929962
h2_v5_j19__v4_j21,h2,v5_j19__v4_j21,71.21493624,3.3e-15,1483.8785023249382
h2_v5_j19__v4_j19,h2,v5_j19__v4_j19,3253.54665323,4.717e-07,67792.91241333065
h2_v5_j19__v4_j17,h2,v5_j19__v4_j17,6413.95829228,1.618e-06,133645.20600914693
h2_v5_j19__v5_j17,h2,v5_j19__v5_j17,2896.0117171,6.333e-07,60343.0931259066
h2_v5_j20__v0_j22,h2,v5_j20__v0_j22,14822.77097175,5.674e-10,308856.4330906709
h2_v5_j20__v0_j20,h2,v5_j20__v0_j20,19077.97331116,8.129e-10,397520.4635296496
h2_v5_j20__v0_j18,h2,v5_j20__v0_j18,23262.19756002,1.017e-08,484705.5505297368
h2_v5_j20__v1_j22,h2,v5_j20__v1_j22,10591.63229791,5.873e-09,220693.8080858855
h2_v5_j20__v1_j20,h2,v5_j20__v1_j20,14587.96252635,1.574e-08,303963.81894693046
h2_v5_j20__v1_j18,h2,v5_j20__v1_j18,18527.57470129,6.247e-08,386052.0173297794
h2_v5_j20__v2_j22,h2,v5_j20__v2_j22,6690.02377399,6.15e-09,139397.47730463615
h2_v5_j20__v2_j20,h2,v5_j20__v2_j20,10422.91876455,1.303e-07,217178.38845031237
h2_v5_j20__v2_j18,h2,v5_j20__v2_j18,14116.18763282,8.035e-08,294133.62517849746
h2_v5_j20__v3_j22,h2,v5_j20__v3_j22,3131.80271186,3.166e-09,65256.18027643123
h2_v5_j20__v3_j20,h2,v5_j20__v3_j20,6591.66208195,3.335e-07,137347.95219127266
h2_v5_j20__v3_j18,h2,v5_j20__v3_j18,10033.09970252,8.386e-08,209055.87712778046
h2_v5_j20__v4_j20,h2,v5_j20__v4_j20,3109.35133822,4.808e-07,64788.36955509904
h2_v5_j20__v4_j18,h2,v5_j20__v4_j18,6288.4300814,1.889e-06,131029.62248980762
h2_v5_j20__v5_j18,h2,v5_j20__v5_j18,2898.93931295,6.205e-07,60404.09432558008
h2_v5_j21__v0_j23,h2,v5_j21__v0_j23,14121.3787959,5.309e-10,294241.7914664025
h2_v5_j21__v0_j21,h2,v5_j21__v0_j21,18392.37958741,8.563e-10,383235.00823452696
h2_v5_j21__v0_j19,h2,v5_j21__v0_j19,22618.90144494,8.791e-09,471301.4343962985
h2_v5_j21__v1_j23,h2,v5_j21__v1_j23,10025.0419247,5.258e-09,208887.98028036472
h2_v5_j21__v1_j21,h2,v5_j21__v1_j21,14030.03633225,1.621e-08,292338.523341541
h2_v5_j21__v1_j19,h2,v5_j21__v1_j19,18004.7723542,4.797e-08,375158.5839466834
h2_v5_j21__v2_j23,h2,v5_j21__v2_j23,6261.96012625,4.569e-09,130478.07811613551
h2_v5_j21__v2_j21,h2,v5_j21__v2_j21,9994.51936096,1.266e-07,208251.99324504682
h2_v5_j21__v2_j19,h2,v5_j21__v2_j19,13714.45288399,3.731e-08,285762.83122852107
h2_v5_j21__v3_j23,h2,v5_j21__v3_j23,2849.23456295,2.406e-09,59368.41538120985
h2_v5_j21__v3_j21,h2,v5_j21__v3_j21,6296.96689279,3.006e-07,131207.50077726875
h2_v5_j21__v3_j19,h2,v5_j21__v3_j19,9754.75897359,2.026e-07,203256.1973725567
h2_v5_j21__v4_j21,h2,v5_j21__v4_j21,2955.79382005,4.838e-07,61588.750035467296
h2_v5_j21__v4_j19,h2,v5_j21__v4_j19,6138.12553705,2.114e-06,127897.78394668139
h2_v5_j21__v5_j19,h2,v5_j21__v5_j19,2884.57888382,5.842e-07,60104.87153335073
h2_v5_j21__v6_j19,h2,v5_j21__v6_j19,25.1734877,1.799e-17,524.5303752106715
h2_v6_j0__v0_j2,h2,v6_j0__v0_j2,30432.15517871,2.978e-13,634103.226560781
h2_v6_j0__v1_j2,h2,v6_j0__v1_j2,24470.63298572,1.443e-09,509885.2592301839
h2_v6_j0__v2_j2,h2,v6_j0__v2_j2,18847.14121198,4.504e-08,392710.70299759775
h2_v6_j0__v3_j2,h2,v6_j0__v3_j2,13554.83606204,5.797e-07,282436.956303873
h2_v6_j0__v4_j2,h2,v6_j0__v4_j2,8589.55038629,2.794e-06,178977.189839756
h2_v6_j0__v5_j2,h2,v6_j0__v5_j2,3950.06987575,8.334e-07,82306.10151153263
h2_v6_j1__v0_j3,h2,v6_j1__v0_j3,30047.85536551,3.053e-11,626095.7177239668
h2_v6_j1__v0_j1,h2,v6_j1__v0_j1,30892.4634795,8.22e-11,643694.4953036484
h2_v6_j1__v1_j3,h2,v6_j1__v1_j3,24111.64511947,5.052e-11,502405.1657912366
h2_v6_j1__v1_j1,h2,v6_j1__v1_j1,24913.98030557,3.052e-09,519123.11847324646
h2_v6_j1__v2_j3,h2,v6_j1__v2_j3,18512.91741363,1.156e-08,385746.6090094269
h2_v6_j1__v2_j1,h2,v6_j1__v2_j1,19273.89759855,4.416e-08,401602.8632830043
h2_v6_j1__v3_j3,h2,v6_j1__v3_j3,13245.00873418,2.363e-07,275981.2022792558
h2_v6_j1__v3_j1,h2,v6_j1__v3_j1,13965.25177475,3.744e-07,290988.6321918402
h2_v6_j1__v4_j3,h2,v6_j1__v4_j3,8303.95231284,1.399e-06,173026.2915609222
h2_v6_j1__v4_j1,h2,v6_j1__v4_j1,8983.74275307,1.397e-06,187190.82604767388
h2_v6_j1__v5_j3,h2,v6_j1__v5_j3,3688.76391687,4.298e-07,76861.36877169418
h2_v6_j1__v5_j1,h2,v6_j1__v5_j1,4328.00385807,3.822e-07,90180.9679548969
h2_v6_j2__v0_j4,h2,v6_j2__v0_j4,29621.84044252,9.503e-11,617219.0070327704
h2_v6_j2__v0_j2,h2,v6_j2__v0_j2,30793.61531254,6.117e-11,641634.833697664
h2_v6_j2__v0_j0,h2,v6_j2__v0_j0,31303.47918375,1.818e-10,652258.672986812
h2_v6_j2__v1_j4,h2,v6_j2__v1_j4,23719.14018042,1.328e-10,494226.6898722269
h2_v6_j2__v1_j2,h2,v6_j2__v1_j2,24832.09311811,2.225e-09,517416.8663370619
h2_v6_j2__v1_j0,h2,v6_j2__v1_j0,25316.48944296,4.016e-09,527510.048062701
h2_v6_j2__v2_j4,h2,v6_j2__v2_j4,18153.20565125,2.662e-09,378251.43202253396
h2_v6_j2__v2_j2,h2,v6_j2__v2_j2,19208.60134581,3.182e-08,400242.3101344804
h2_v6_j2__v2_j0,h2,v6_j2__v2_j0,19668.08660723,4.181e-08,409816.4295194716
h2_v6_j2__v3_j4,h2,v6_j2__v3_j4,12917.61486147,1.288e-07,269159.4208502863
h2_v6_j2__v3_j2,h2,v6_j2__v3_j2,13916.29619443,2.68e-07,289968.5634107509
h2_v6_j2__v3_j0,h2,v6_j2__v3_j0,14351.24732031,2.725e-07,299031.47435797495
h2_v6_j2__v4_j4,h2,v6_j2__v4_j4,8008.67007394,9.778e-07,166873.60801507952
h2_v6_j2__v4_j2,h2,v6_j2__v4_j2,8951.01051868,9.912e-07,186508.79694663396
h2_v6_j2__v4_j0,h2,v6_j2__v4_j0,9361.60522962,8.251e-07,195064.20255254352
h2_v6_j2__v5_j4,h2,v6_j2__v5_j4,3425.6967584,3.024e-07,71379.93858679873
h2_v6_j2__v5_j2,h2,v6_j2__v5_j2,4311.53000814,2.746e-07,89837.70861841063
h2_v6_j2__v5_j0,h2,v6_j2__v5_j0,4697.71778005,1.93e-07,97884.55613178581
h2_v6_j2__v6_j0,h2,v6_j2__v6_j0,361.46013239,1.301e-11,7531.607106877992
h2_v6_j3__v0_j5,h2,v6_j3__v0_j5,29157.33318652,1.693e-10,607540.2462594764
h2_v6_j3__v0_j3,h2,v6_j3__v0_j3,30645.99346407,6.053e-11,638558.8934668129
h2_v6_j3__v0_j1,h2,v6_j3__v0_j1,31490.60157951,4.458e-10,656157.6710767075
h2_v6_j3__v1_j5,h2,v6_j3__v1_j5,23296.14133951,6.732e-10,485412.82413457613
h2_v6_j3__v1_j3,h2,v6_j3__v1_j3,24709.78321947,2.134e-09,514868.34156408743
h2_v6_j3__v1_j1,h2,v6_j3__v1_j1,25512.11840558,8.285e-09,531586.2942463057
h2_v6_j3__v2_j5,h2,v6_j3__v2_j5,17770.84177995,7.481e-11,370284.26166973484
h2_v6_j3__v2_j3,h2,v6_j3__v2_j3,19111.05551364,3.007e-08,398209.78478248615
h2_v6_j3__v2_j1,h2,v6_j3__v2_j1,19872.03569856,7.511e-08,414066.0390560636
h2_v6_j3__v3_j5,h2,v6_j3__v3_j5,12575.31628328,6.966e-08,262027.0757500847
h2_v6_j3__v3_j3,h2,v6_j3__v3_j3,13843.14683419,2.509e-07,288444.378052315
h2_v6_j3__v3_j1,h2,v6_j3__v3_j1,14563.38987475,4.282e-07,303451.807964691
h2_v6_j3__v4_j5,h2,v6_j3__v4_j5,7706.20647521,7.232e-07,160571.2892096715
h2_v6_j3__v4_j3,h2,v6_j3__v4_j3,8902.0904114,9.162e-07,185489.4673037683
h2_v6_j3__v4_j1,h2,v6_j3__v4_j1,9581.88085308,1.143e-06,199654.00182073304
h2_v6_j3__v5_j5,h2,v6_j3__v5_j5,3163.22979722,2.197e-07,65911.01448423386
h2_v6_j3__v5_j3,h2,v6_j3__v5_j3,4286.90201687,2.587e-07,89324.54454454499
h2_v6_j3__v5_j1,h2,v6_j3__v5_j1,4926.14195808,2.308e-07,102644.14372795608
h2_v6_j3__v6_j1,h2,v6_j3__v6_j1,598.1381,2.069e-10,12463.175772850824
h2_v6_j4__v0_j6,h2,v6_j4__v0_j6,28657.4993656,2.401e-10,597125.399308009
h2_v6_j4__v0_j4,h2,v6_j4__v0_j4,30450.35860679,6.339e-11,634482.5244584229
h2_v6_j4__v0_j2,h2,v6_j4__v0_j2,31622.13347825,8.178e-10,658898.3511533212
h2_v6_j4__v1_j6,h2,v6_j4__v1_j6,22845.57198991,1.392e-09,476024.4822083155
h2_v6_j4__v1_j4,h2,v6_j4__v1_j4,24547.65834612,2.147e-09,511490.2073276758
h2_v6_j4__v1_j2,h2,v6_j4__v1_j2,25660.61128382,1.353e-08,534680.3837927191
h2_v6_j4__v2_j6,h2,v6_j4__v2_j6,17368.52275822,6.937e-10,361901.29344787705
h2_v6_j4__v2_j4,h2,v6_j4__v2_j4,18981.72381695,2.976e-08,395514.94947798294
h2_v6_j4__v2_j2,h2,v6_j4__v2_j2,20037.11951007,1.1e-07,417505.82755992457
h2_v6_j4__v3_j6,h2,v6_j4__v3_j6,12220.60078151,3.455e-08,254636.0039425632
h2_v6_j4__v3_j4,h2,v6_j4__v3_j4,13746.13302718,2.454e-07,286422.93830594356
h2_v6_j4__v3_j2,h2,v6_j4__v3_j2,14744.81436013,5.605e-07,307232.08086619986
h2_v6_j4__v4_j6,h2,v6_j4__v4_j6,7398.85957855,5.412e-07,154167.2189852303
h2_v6_j4__v4_j4,h2,v6_j4__v4_j4,8837.18823964,8.807e-07,184137.12547052835
h2_v6_j4__v4_j2,h2,v6_j4__v4_j2,9779.52868439,1.328e-06,203772.31440229123
h2_v6_j4__v5_j6,h2,v6_j4__v5_j6,2903.49435825,1.575e-07,60499.006069585674
h2_v6_j4__v5_j4,h2,v6_j4__v5_j4,4254.2149241,2.553e-07,88643.45604224764
h2_v6_j4__v5_j2,h2,v6_j4__v5_j2,5140.04817385,2.208e-07,107101.22607406789
h2_v6_j4__v6_j2,h2,v6_j4__v6_j2,828.51816571,1.168e-09,17263.51745565727
h2_v6_j5__v0_j7,h2,v6_j5__v0_j7,28125.37734704,2.997e-10,586037.7754801379
h2_v6_j5__v0_j5,h2,v6_j5__v0_j5,30207.69172611,6.801e-11,629426.1670918477
h2_v6_j5__v0_j3,h2,v6_j5__v0_j3,31696.35200366,1.297e-09,660444.8142991842
h2_v6_j5__v1_j7,h2,v6_j5__v1_j7,22370.19037626,2.135e-09,466119.13658645767
h2_v6_j5__v1_j5,h2,v6_j5__v1_j5,24346.49987909,2.201e-09,507298.7449667392
h2_v6_j5__v1_j3,h2,v6_j5__v1_j3,25760.14175906,1.965e-08,536754.2623964589
h2_v6_j5__v2_j7,h2,v6_j5__v2_j7,16948.74654012,3.022e-09,353154.57627429644
h2_v6_j5__v2_j5,h2,v6_j5__v2_j5,18821.2003181,2.993e-08,392170.18247210153
h2_v6_j5__v2_j3,h2,v6_j5__v2_j3,20161.41405322,1.465e-07,420095.70561464917
h2_v6_j5__v3_j7,h2,v6_j5__v3_j7,11855.72751787,1.444e-08,247033.278719811
h2_v6_j5__v3_j5,h2,v6_j5__v3_j5,13625.67482143,2.432e-07,283912.9965524514
h2_v6_j5__v3_j3,h2,v6_j5__v3_j3,14893.50537377,6.764e-07,310330.29888447805
h2_v6_j5__v4_j7,h2,v6_j5__v4_j7,7088.67407726,4.045e-07,147704.00183727217
h2_v6_j5__v4_j5,h2,v6_j5__v4_j5,8756.56501479,8.548e-07,182457.2100418345
h2_v6_j5__v4_j3,h2,v6_j5__v4_j3,9952.44895099,1.427e-06,207375.3881361397
h2_v6_j5__v5_j7,h2,v6_j5__v5_j7,2648.34955705,1.097e-07,55182.65102568415
h2_v6_j5__v5_j5,h2,v6_j5__v5_j5,4213.5883368,2.566e-07,87796.93531639692
h2_v6_j5__v5_j3,h2,v6_j5__v5_j3,5337.26055646,1.827e-07,111210.46537691641
h2_v6_j5__v6_j3,h2,v6_j5__v6_j3,1050.35853959,4.033e-09,21885.920832371416
h2_v6_j6__v0_j8,h2,v6_j6__v0_j8,27563.8214757,3.442e-10,574336.8496725579
h2_v6_j6__v0_j6,h2,v6_j6__v0_j6,29919.16544532,7.389e-11,623414.2548719563
h2_v6_j6__v0_j4,h2,v6_j6__v0_j4,31712.02468651,1.87e-09,660771.3800223704
h2_v6_j6__v1_j8,h2,v6_j6__v1_j8,21872.53902735,2.803e-09,455749.76497300976
h2_v6_j6__v1_j6,h2,v6_j6__v1_j6,24107.23806963,2.285e-09,502313.337772263
h2_v6_j6__v1_j4,h2,v6_j6__v1_j4,25809.32442585,2.639e-08,537779.0628918317
h2_v6_j6__v2_j8,h2,v6_j6__v2_j8,16513.76774224,6.1e-09,344091.0887361481
h2_v6_j6__v2_j6,h2,v6_j6__v2_j6,18630.18883651,3.035e-08,388190.1489820281
h2_v6_j6__v2_j4,h2,v6_j6__v2_j4,20243.38989524,1.828e-07,421803.805012134
h2_v6_j6__v3_j8,h2,v6_j6__v3_j8,11482.68921703,4.23e-09,239260.42172679465
h2_v6_j6__v3_j6,h2,v6_j6__v3_j6,13482.26686124,2.425e-07,280924.85950671905
h2_v6_j6__v3_j4,h2,v6_j6__v3_j4,15007.79910546,7.735e-07,312711.7938398863
h2_v6_j6__v4_j8,h2,v6_j6__v4_j8,6777.41040118,3.008e-07,141218.3191718664
h2_v6_j6__v4_j6,h2,v6_j6__v4_j6,8660.52565827,8.31e-07,180456.07454917784
h2_v6_j6__v4_j4,h2,v6_j6__v4_j4,10098.85431937,1.454e-06,210425.98103468423
h2_v6_j6__v5_j8,h2,v6_j6__v5_j8,2399.35895128,7.366e-08,49994.528607968045
h2_v6_j6__v5_j6,h2,v6_j6__v5_j6,4165.16043654,2.606e-07,86787.8616037368
h2_v6_j6__v5_j4,h2,v6_j6__v5_j4,5515.88100239,1.29e-07,114932.31157639876
h2_v6_j6__v6_j4,h2,v6_j6__v6_j4,1261.66607828,1.04e-08,26288.855533942755
h2_v6_j7__v0_j9,h2,v6_j7__v0_j9,26975.45871644,3.731e-10,562077.3589515073
h2_v6_j7__v0_j7,h2,v6_j7__v0_j7,29586.1084346,8.082e-11,616474.4727932296
h2_v6_j7__v0_j5,h2,v6_j7__v0_j5,31668.42281366,2.511e-09,659862.8644047313
h2_v6_j7__v1_j9,h2,v6_j7__v1_j9,21354.90832922,3.345e-09,444964.09126953286
h2_v6_j7__v1_j7,h2,v6_j7__v1_j7,23830.92146381,2.384e-09,496555.83389934106
h2_v6_j7__v1_j5,h2,v6_j7__v1_j5,25807.23096664,3.341e-08,537735.4422796225
h2_v6_j7__v2_j9,h2,v6_j7__v2_j9,16065.56828549,9.298e-09,334752.12736456597
h2_v6_j7__v2_j7,h2,v6_j7__v2_j7,18409.47762623,3.09e-08,383591.2735571752
h2_v6_j7__v2_j5,h2,v6_j7__v2_j5,20281.93140565,2.172e-07,422606.8797849849
h2_v6_j7__v3_j9,h2,v6_j7__v3_j9,11103.19009005,3.774e-10,231352.94296027708
h2_v6_j7__v3_j7,h2,v6_j7__v3_j7,13316.45860542,2.423e-07,277469.97603269445
h2_v6_j7__v3_j5,h2,v6_j7__v3_j5,15086.40590898,8.47e-07,314349.69386533485
h2_v6_j7__v4_j9,h2,v6_j7__v4_j9,6466.53035482,2.224e-07,134740.63005282066
h2_v6_j7__v4_j7,h2,v6_j7__v4_j7,8549.40516481,8.066e-07,178140.69915015556
h2_v6_j7__v4_j5,h2,v6_j7__v4_j5,10217.29610234,1.415e-06,212893.90735471796
h2_v6_j7__v5_j9,h2,v6_j7__v5_j9,2157.78464467,4.746e-08,44960.936791153516
h2_v6_j7__v5_j7,h2,v6_j7__v5_j7,4109.0806446,2.668e-07,85619.34833856755
h2_v6_j7__v5_j5,h2,v6_j7__v5_j5,5674.31942435,7.224e-08,118233.63262928034
h2_v6_j7__v6_j5,h2,v6_j7__v6_j5,1460.73108755,2.205e-08,30436.69731288342
h2_v6_j8__v0_j10,h2,v6_j8__v0_j10,26362.65676939,3.874e-10,549308.6381827928
h2_v6_j8__v0_j8,h2,v6_j8__v0_j8,29209.96354686,8.866e-11,608636.8850322044
h2_v6_j8__v0_j6,h2,v6_j8__v0_j6,31565.30751648,3.188e-09,657714.2902316028
h2_v6_j8__v1_j10,h2,v6_j8__v1_j10,20819.31219398,3.741e-09,433804.0785956106
h2_v6_j8__v1_j8,h2,v6_j8__v1_j8,23518.68109851,2.497e-09,490049.80033265625
h2_v6_j8__v1_j6,h2,v6_j8__v1_j6,25753.38014079,4.035e-08,536613.3731319095
h2_v6_j8__v2_j10,h2,v6_j8__v2_j10,15605.84067649,1.22e-08,325172.9582753549
h2_v6_j8__v2_j8,h2,v6_j8__v2_j8,18159.90981484,3.154e-08,378391.1241257993
h2_v6_j8__v2_j6,h2,v6_j8__v2_j6,20276.3309091,2.474e-07,422490.1843714711
h2_v6_j8__v3_j10,h2,v6_j8__v3_j10,10718.63698449,3.084e-10,223340.15636703058
h2_v6_j8__v3_j8,h2,v6_j8__v3_j8,13128.83128819,2.424e-07,273560.45708644117
h2_v6_j8__v3_j6,h2,v6_j8__v3_j6,15128.4089324,8.935e-07,315224.8948663656
h2_v6_j8__v4_j10,h2,v6_j8__v4_j10,6157.19659362,1.636e-07,128295.16028870991
h2_v6_j8__v4_j8,h2,v6_j8__v4_j8,8423.55247234,7.805e-07,175518.35453151292
h2_v6_j8__v4_j6,h2,v6_j8__v4_j6,10306.66772943,1.317e-06,214756.10990882435
h2_v6_j8__v5_j10,h2,v6_j8__v5_j10,1924.5959973,2.918e-08,40102.07376202088
h2_v6_j8__v5_j8,h2,v6_j8__v5_j8,4045.50102244,2.752e-07,84294.56396761455
h2_v6_j8__v5_j6,h2,v6_j8__v5_j6,5811.30250913,2.537e-08,121087.89699317967
h2_v6_j8__v6_j6,h2,v6_j8__v6_j6,1646.14207116,4.049e-08,34300.03535964652
h2_v6_j9__v0_j11,h2,v6_j9__v0_j11,25727.50102224,3.896e-10,536074.1397954358
h2_v6_j9__v0_j9,h2,v6_j9__v0_j9,28792.24058853,9.729e-11,599932.9508504127
h2_v6_j9__v0_j7,h2,v6_j9__v0_j7,31402.89030669,3.863e-09,654330.0646921351
h2_v6_j9__v1_j11,h2,v6_j9__v1_j11,20267.4729325,3.994e-09,422305.6140868535
h2_v6_j9__v1_j9,h2,v6_j9__v1_j9,23171.69020132,2.619e-09,482819.6831686466
h2_v6_j9__v1_j7,h2,v6_j9__v1_j7,25647.70333591,4.675e-08,534411.4257984547
h2_v6_j9__v2_j11,h2,v6_j9__v2_j11,15135.98083095,1.459e-08,315382.6676324924
h2_v6_j9__v2_j9,h2,v6_j9__v2_j9,17882.35015758,3.224e-08,372607.7192634713
h2_v6_j9__v2_j7,h2,v6_j9__v2_j7,20226.25949833,2.717e-07,421446.8654562889
h2_v6_j9__v3_j11,h2,v6_j9__v3_j11,10330.14038431,2.185e-09,215245.2006783722
h2_v6_j9__v3_j9,h2,v6_j9__v3_j9,12919.97196215,2.425e-07,269208.5348593908
h2_v6_j9__v3_j7,h2,v6_j9__v3_j7,15133.24047752,9.106e-07,315325.5679318081
h2_v6_j9__v4_j11,h2,v6_j9__v4_j11,5850.2823976,1.2e-07,121900.10608269887
h2_v6_j9__v4_j9,h2,v6_j9__v4_j9,8283.31222692,7.521e-07,172596.22195193442
h2_v6_j9__v4_j7,h2,v6_j9__v4_j7,10366.18703691,1.171e-06,215996.2910492693
h2_v6_j9__v5_j11,h2,v6_j9__v5_j11,1700.48934553,1.702e-08,35432.44881608519
h2_v6_j9__v5_j9,h2,v6_j9__v5_j9,3974.56651533,2.856e-07,82816.52866026254
h2_v6_j9__v5_j7,h2,v6_j9__v5_j7,5925.86251526,1.15e-09,123474.94020767655
h2_v6_j9__v6_j7,h2,v6_j9__v6_j7,1816.7818721,6.661e-08,37855.59189911374
h2_v6_j10__v0_j12,h2,v6_j10__v0_j12,25071.7774762,3.822e-10,522411.07801640255
h2_v6_j10__v0_j10,h2,v6_j10__v0_j10,28334.4647854,1.066e-10,590394.4507967174
h2_v6_j10__v0_j8,h2,v6_j10__v0_j8,31181.77156287,4.5e-09,649722.6976461291
h2_v6_j10__v1_j12,h2,v6_j10__v1_j12,19700.81213261,4.119e-09,410498.31882742554
h2_v6_j10__v1_j10,h2,v6_j10__v1_j10,22791.12021142,2.748e-09,474889.89123933157
h2_v6_j10__v1_j8,h2,v6_j10__v1_j8,25490.48911595,5.228e-08,531135.6129763772
h2_v6_j10__v2_j12,h2,v6_j10__v2_j12,14657.08696295,1.637e-08,305404.13850447926
h2_v6_j10__v2_j10,h2,v6_j10__v2_j10,17577.64869249,3.3e-08,366258.77088907105
h2_v6_j10__v2_j8,h2,v6_j10__v2_j8,20131.71783084,2.887e-07,419476.9367395155
h2_v6_j10__v3_j12,h2,v6_j10__v3_j12,9938.52162103,4.747e-09,207085.1896663583
h2_v6_j10__v3_j10,h2,v6_j10__v3_j10,12690.44500193,2.424e-07,264425.96901075146
h2_v6_j10__v3_j8,h2,v6_j10__v3_j8,15100.63930419,8.977e-07,314646.26970015734
h2_v6_j10__v4_j12,h2,v6_j10__v4_j12,5546.38797698,8.798e-08,115567.9737865356
h2_v6_j10__v4_j10,h2,v6_j10__v4_j10,8129.00461106,7.211e-07,169380.97293243083
h2_v6_j10__v4_j8,h2,v6_j10__v4_j8,10395.36048979,9.896e-07,216604.16717544224
h2_v6_j10__v5_j12,h2,v6_j10__v5_j12,1485.91497041,9.337e-09,30961.444288083738
h2_v6_j10__v5_j10,h2,v6_j10__v5_j10,3896.4040133,2.981e-07,81187.8863757371
h2_v6_j10__v5_j8,h2,v6_j10__v5_j8,6017.30903989,1.078e-08,125380.37661154388
h2_v6_j10__v6_j8,h2,v6_j10__v6_j8,1971.808016,1.003e-07,41085.8126137162
h2_v6_j11__v0_j13,h2,v6_j11__v0_j13,24396.95861436,3.678e-10,508350.13441500504
h2_v6_j11__v0_j11,h2,v6_j11__v0_j11,27838.12182709,1.165e-10,580052.3416198663
h2_v6_j11__v0_j9,h2,v6_j11__v0_j9,30902.86139338,5.063e-09,643911.1526748432
h2_v6_j11__v1_j13,h2,v6_j11__v1_j13,19120.4443169,4.137e-09,398405.41570003866
h2_v6_j11__v1_j11,h2,v6_j11__v1_j11,22378.09373735,2.883e-09,466283.81591128407
h2_v6_j11__v1_j9,h2,v6_j11__v1_j9,25282.31100473,5.662e-08,526797.8849630724
h2_v6_j11__v2_j13,h2,v6_j11__v2_j13,14169.96110858,1.755e-08,295254.08261184604
