line_id,molecule,transition,E(K),Aij(s-1),freq
c_c3h2_j8_ka7_kc2__j7_ka6_kc1,c_c3h2,j8_ka7_kc2__j7_ka6_kc1,25.1640534,0.0042513,524.3337962948763
c_c3h2_j7_ka5_kc2__j6_ka4_kc3,c_c3h2,j7_ka5_kc2__j6_ka4_kc3,25.5293796,0.0011362,531.9459591800488
c_c3h2_j8_ka8_kc1__j7_ka7_kc0,c_c3h2,j8_ka8_kc1__j7_ka7_kc0,26.5296433,0.0081877,552.7880729198394
c_c3h2_j6_ka2_kc4__j5_ka1_kc5,c_c3h2,j6_ka2_kc4__j5_ka1_kc5,26.5793511,0.00014782,553.8238154158979
c_c3h2_j6_ka3_kc4__j5_ka0_kc5,c_c3h2,j6_ka3_kc4__j5_ka0_kc5,26.5834709,0.00014784,553.9096581193621
c_c3h2_j8_ka8_kc0__j7_ka7_kc1,c_c3h2,j8_ka8_kc0__j7_ka7_kc1,26.6332355,0.0082537,554.9465841353868
c_c3h2_j8_ka7_kc1__j7_ka6_kc2,c_c3h2,j8_ka7_kc1__j7_ka6_kc2,26.6339302,0.0044146,554.961059334692
c_c3h2_j7_ka6_kc2__j6_ka3_kc3,c_c3h2,j7_ka6_kc2__j6_ka3_kc3,27.1830756,0.00083378,566.4033928778191
c_c3h2_j7_ka4_kc3__j6_ka3_kc4,c_c3h2,j7_ka4_kc3__j6_ka3_kc4,27.9061837,0.00075464,581.4705209425123
c_c3h2_j7_ka5_kc3__j6_ka2_kc4,c_c3h2,j7_ka5_kc3__j6_ka2_kc4,28.1725778,0.00075715,587.0212733409139
c_c3h2_j7_ka7_kc1__j6_ka4_kc2,c_c3h2,j7_ka7_kc1__j6_ka4_kc2,28.1739397,0.00025342,587.049650732498
c_c3h2_j8_ka6_kc2__j7_ka5_kc3,c_c3h2,j8_ka6_kc2__j7_ka5_kc3,28.3243161,0.0019973,590.1829865044351
c_c3h2_j7_ka3_kc4__j6_ka2_kc5,c_c3h2,j7_ka3_kc4__j6_ka2_kc5,29.756212,0.00046063,620.0188559969895
c_c3h2_j7_ka4_kc4__j6_ka1_kc5,c_c3h2,j7_ka4_kc4__j6_ka1_kc5,29.771087,0.00046099,620.328800706449
c_c3h2_j8_ka7_kc2__j7_ka4_kc3,c_c3h2,j8_ka7_kc2__j7_ka4_kc3,30.8365244,0.0011141,642.5289140099975
c_c3h2_j8_ka5_kc3__j7_ka4_kc4,c_c3h2,j8_ka5_kc3__j7_ka4_kc4,30.8713252,0.0013152,643.2540450247845
c_c3h2_j8_ka6_kc3__j7_ka3_kc4,c_c3h2,j8_ka6_kc3__j7_ka3_kc4,31.4167518,0.0013024,654.618891348716
c_c3h2_j7_ka2_kc5__j6_ka1_kc6,c_c3h2,j7_ka2_kc5__j6_ka1_kc6,31.4246926,0.00018158,654.7843507738505
c_c3h2_j7_ka3_kc5__j6_ka0_kc6,c_c3h2,j7_ka3_kc5__j6_ka0_kc6,31.4250548,0.00018159,654.7918977972971
c_c3h2_j7_ka7_kc0__j6_ka4_kc3,c_c3h2,j7_ka7_kc0__j6_ka4_kc3,31.6106154,6.224e-05,658.6583533437931
c_c3h2_j8_ka8_kc1__j7_ka5_kc2,c_c3h2,j8_ka8_kc1__j7_ka5_kc2,32.6108791,0.00024588,679.5004670835835
c_c3h2_j8_ka4_kc4__j7_ka3_kc5,c_c3h2,j8_ka4_kc4__j7_ka3_kc5,32.9041742,0.00095644,685.6117453730219
c_c3h2_j8_ka5_kc4__j7_ka2_kc5,c_c3h2,j8_ka5_kc4__j7_ka2_kc5,32.9477709,0.00095816,686.5201532059558
c_c3h2_j8_ka3_kc5__j7_ka2_kc6,c_c3h2,j8_ka3_kc5__j7_ka2_kc6,34.6124534,0.00056082,721.2065084197246
c_c3h2_j8_ka4_kc5__j7_ka1_kc6,c_c3h2,j8_ka4_kc5__j7_ka1_kc6,34.6140055,0.00056094,721.2388489362658
c_c3h2_j8_ka8_kc0__j7_ka5_kc3,c_c3h2,j8_ka8_kc0__j7_ka5_kc3,35.6450506,9.7564e-05,742.7223429839391
c_c3h2_j8_ka2_kc6__j7_ka1_kc7,c_c3h2,j8_ka2_kc6__j7_ka1_kc7,36.2661018,0.00021561,755.6629502944247
c_c3h2_j8_ka3_kc6__j7_ka0_kc7,c_c3h2,j8_ka3_kc6__j7_ka0_kc7,36.2661298,0.0002156,755.6635337197602
c_c3h2_j9_ka3_kc6__j8_ka2_kc7,c_c3h2,j9_ka3_kc6__j8_ka2_kc7,39.4572471,0.00066168,822.1556294777215
c_c3h2_j9_ka4_kc6__j8_ka1_kc7,c_c3h2,j9_ka4_kc6__j8_ka1_kc7,39.4573856,0.00066156,822.1585153494702
c_c3h2_j9_ka2_kc7__j8_ka1_kc8,c_c3h2,j9_ka2_kc7__j8_ka1_kc8,41.106029,0.00024978,856.510669945458
c_c3h2_j9_ka3_kc7__j8_ka0_kc8,c_c3h2,j9_ka3_kc7__j8_ka0_kc8,41.106031,0.00024979,856.5107116186962
so_n1_j2__n0_j1,so,n1_j2__n0_j1,3.02025023,2.646e-06,62.931803699652505
so_n2_j3__n1_j2,so,n2_j3__n1_j2,4.76564241,1.125e-05,99.29987577514692
so_n1_j1__n1_j0,so,n1_j1__n1_j0,15.18200766,8.468e-08,316.3417111388618
so_n1_j1__n0_j1,so,n1_j1__n0_j1,13.7421607,1.403e-05,286.34016843746065
so_n2_j1__n1_j0,so,n2_j1__n1_j0,15.8080106,1.423e-05,329.38549596972507
so_n2_j1__n0_j1,so,n2_j1__n0_j1,14.36816466,1.203e-07,299.38397452167544
so_n2_j1__n1_j2,so,n2_j1__n1_j2,11.34792096,1.417e-06,236.45230688514582
so_n2_j1__n1_j1,so,n2_j1__n1_j1,0.62600404,2.911e-08,13.043807751144323
so_n3_j4__n2_j3,so,n3_j4__n2_j3,6.63152727,3.165e-05,138.17860793095034
so_n2_j2__n0_j1,so,n2_j2__n0_j1,17.87401912,8.575e-08,372.4341286065147
so_n2_j2__n1_j2,so,n2_j2__n1_j2,14.85377546,1.419e-05,309.5024618034499
so_n2_j2__n2_j3,so,n2_j2__n2_j3,10.08813224,2.843e-08,210.20256915064147
so_n2_j2__n1_j1,so,n2_j2__n1_j1,4.13185817,5.25e-06,86.09395495989928
so_n3_j2__n0_j1,so,n3_j2__n0_j1,19.61144269,1.583e-05,408.63616179049677
so_n3_j2__n1_j2,so,n3_j2__n1_j2,16.59119899,1.39e-07,345.7044941539671
so_n3_j2__n2_j3,so,n3_j2__n2_j3,11.8255558,1.007e-06,246.40460212625732
so_n3_j2__n2_j1,so,n3_j2__n2_j1,5.2432799,1.08e-05,109.2522262332991
so_n3_j2__n2_j2,so,n3_j2__n2_j2,1.73742313,1.942e-07,36.202024015869654
so_n4_j5__n3_j4,so,n4_j5__n3_j4,8.57170792,7.021e-05,178.60541316545041
so_n3_j3__n1_j2,so,n3_j3__n1_j2,21.05146556,8.999e-08,438.6413698615679
so_n3_j3__n2_j3,so,n3_j3__n2_j3,16.2858224,1.455e-05,339.3414784589566
so_n3_j3__n3_j4,so,n3_j3__n3_j4,9.65429252,2.751e-08,201.16281614443037
so_n3_j3__n2_j2,so,n3_j3__n2_j2,6.19769117,2.25e-05,129.13893035330045
so_n4_j3__n1_j2,so,n4_j3__n1_j2,24.22064307,1.595e-05,504.6763145716536
so_n4_j3__n2_j3,so,n4_j3__n2_j3,19.45499988,1.629e-07,405.3764225439437
so_n4_j3__n3_j4,so,n4_j3__n3_j4,12.82347003,7.117e-07,267.19776085451605
so_n4_j3__n3_j2,so,n4_j3__n3_j2,7.62944407,4.233e-05,158.97182020932016
so_n4_j3__n3_j3,so,n4_j3__n3_j3,3.16917747,5.509e-07,66.0349438766209
so_n4_j4__n2_j3,so,n4_j4__n2_j3,24.54922693,9.537e-08,511.52289131254634
so_n4_j4__n3_j4,so,n4_j4__n3_j4,17.91769707,1.508e-05,373.3442294147525
so_n4_j4__n4_j5,so,n4_j4__n4_j5,9.34599101,2.632e-08,194.73885500541363
so_n4_j4__n3_j3,so,n4_j4__n3_j3,8.26340455,5.833e-05,172.18141327032208
so_n5_j6__n4_j5,so,n5_j6__n4_j5,10.55590897,0.0001335,219.94945470840713
so_n5_j4__n2_j3,so,n5_j4__n2_j3,29.34988846,1.507e-05,611.5524471531673
so_n5_j4__n3_j4,so,n5_j4__n3_j4,22.7183586,1.903e-07,473.37378525537343
so_n5_j4__n4_j5,so,n5_j4__n4_j5,14.14665254,5.326e-07,294.7684108460346
so_n5_j4__n4_j3,so,n5_j4__n4_j3,9.89488821,0.000101,206.17601689967455
so_n5_j4__n4_j4,so,n5_j4__n4_j4,4.80066584,1.083e-06,100.02964564644944
so_n5_j5__n3_j4,so,n5_j5__n3_j4,28.24665978,1.015e-07,588.564891342076
so_n5_j5__n4_j5,so,n5_j5__n4_j5,19.67495372,1.575e-05,409.9595169327371
so_n5_j5__n4_j4,so,n5_j5__n4_j4,10.32896287,0.0001193,215.22066526118252
so_n5_j5__n5_j6,so,n5_j5__n5_j6,9.11904732,2.524e-08,190.0101157744411
so_n6_j7__n5_j6,so,n6_j7__n5_j6,12.56651736,0.0002282,261.843735937004
so_n6_j5__n3_j4,so,n6_j5__n3_j4,34.80408961,1.384e-05,725.1995591377325
so_n6_j5__n4_j5,so,n6_j5__n4_j5,26.23238355,2.197e-07,546.5941847283938
so_n6_j5__n5_j6,so,n6_j5__n5_j6,15.67647715,4.2e-07,326.6447835700978
so_n6_j5__n5_j4,so,n6_j5__n5_j4,12.08573152,0.0001925,251.82578450903483
so_n6_j5__n5_j5,so,n6_j5__n5_j5,6.5574365,1.749e-06,136.63480677590624
so_n6_j6__n4_j5,so,n6_j6__n4_j5,32.06927927,1.081e-07,668.2153577086146
so_n6_j6__n5_j6,so,n6_j6__n5_j6,21.51337286,1.651e-05,448.26595634195246
so_n6_j6__n5_j5,so,n6_j6__n5_j5,12.39432555,0.000212,258.2558407758776
so_n6_j6__n6_j7,so,n6_j6__n6_j7,8.94685629,2.433e-08,186.4222368658776
so_n6_j6__n6_j5,so,n6_j6__n6_j5,5.83689572,6.473e-09,121.62117298022088
so_n7_j8__n6_j7,so,n7_j8__n6_j7,14.5934357,0.0003609,304.0778613816714
so_n7_j6__n4_j5,so,n7_j6__n4_j5,40.46454222,1.259e-05,843.1442542379481
so_n7_j6__n5_j6,so,n7_j6__n5_j6,29.90863582,2.505e-07,623.1948530796521
so_n7_j6__n6_j7,so,n7_j6__n6_j7,17.34211925,3.45e-07,361.3511336035773
so_n7_j6__n6_j5,so,n7_j6__n6_j5,14.23215922,0.0003229,296.5500809696948
so_n7_j6__n6_j6,so,n7_j6__n6_j6,8.39526168,2.514e-06,174.9288700668272
so_n7_j7__n5_j6,so,n7_j7__n5_j6,35.97282686,1.152e-07,749.5520920712278
so_n7_j7__n6_j7,so,n7_j7__n6_j7,23.40631028,1.735e-05,487.70837238678683
so_n7_j7__n6_j6,so,n7_j7__n6_j6,14.45945427,0.0003429,301.2861413551626
so_n7_j7__n7_j8,so,n7_j7__n7_j8,8.81287389,2.359e-08,183.6304966278483
so_n7_j7__n7_j6,so,n7_j7__n7_j6,6.06419104,7.465e-09,126.35723899157574
so_n8_j9__n7_j8,so,n8_j9__n7_j8,16.63074508,0.0005382,346.52850096911396
so_n8_j7__n5_j6,so,n8_j7__n5_j6,46.26034355,1.143e-05,963.9091590656335
so_n8_j7__n6_j7,so,n8_j7__n6_j7,33.69382698,2.823e-07,702.0654395895585
so_n8_j7__n6_j6,so,n8_j7__n6_j6,24.74697069,2.521e-08,515.643202723681
so_n8_j7__n7_j8,so,n8_j7__n7_j8,19.10039059,2.921e-07,397.98756383062016
so_n8_j7__n7_j6,so,n8_j7__n7_j6,16.35170142,0.0004985,340.7141745069147
so_n8_j7__n7_j7,so,n8_j7__n7_j7,10.28751594,3.351e-06,214.35705136694128
so_n8_j8__n6_j7,so,n8_j8__n6_j7,39.93061928,1.226e-07,832.0191052959609
so_n8_j8__n7_j8,so,n8_j8__n7_j8,25.33718289,1.823e-05,527.9412295370223
so_n8_j8__n7_j7,so,n8_j8__n7_j7,16.52430414,0.0005186,344.3106316432051
so_n8_j8__n8_j9,so,n8_j8__n8_j9,8.70643556,2.297e-08,181.4126816855152
so_n8_j8__n8_j7,so,n8_j8__n8_j7,6.2367923,8.274e-09,129.95366570640218
so_n9_j10__n8_j9,so,n9_j10__n8_j9,18.67486045,0.0007665,389.1209543779438
so_n9_j8__n6_j7,so,n9_j8__n6_j7,52.1482272,1.042e-05,1086.5927481231513
so_n9_j8__n7_j8,so,n9_j8__n7_j8,37.55479081,3.146e-07,782.5148723642127
so_n9_j8__n7_j7,so,n9_j8__n7_j7,28.74191691,3.211e-08,598.8843755279983
so_n9_j8__n8_j9,so,n9_j8__n8_j9,20.92404348,2.532e-07,435.9863245127057
so_n9_j8__n8_j7,so,n9_j8__n8_j7,18.45440023,0.0007255,384.52730874195885
so_n9_j8__n8_j8,so,n9_j8__n8_j8,12.21760793,4.239e-06,254.57364303555664
so_n9_j9__n7_j8,so,n9_j9__n7_j8,43.92603434,1.302e-07,915.2700471407878
so_n9_j9__n8_j9,so,n9_j9__n8_j9,27.29528701,1.916e-05,568.7414992892808
so_n9_j9__n8_j8,so,n9_j9__n8_j8,18.58885143,0.0007456,387.3288171870331
so_n9_j9__n9_j10,so,n9_j9__n9_j10,8.6204248,2.246e-08,179.62050823888728
so_n9_j9__n9_j8,so,n9_j9__n9_j8,6.37124353,8.935e-09,132.7551747765751
so_n10_j11__n9_j10,so,n10_j11__n9_j10,20.72352612,0.001053,431.8082206547705
so_n10_j9__n7_j8,so,n10_j9__n7_j8,58.10086734,9.541e-06,1210.6256434985626
so_n10_j9__n8_j9,so,n10_j9__n8_j9,41.47012002,3.475e-07,864.0970958554218
so_n10_j9__n8_j8,so,n10_j9__n8_j8,32.76368446,3.934e-08,682.6844141699065
so_n10_j9__n9_j10,so,n10_j9__n9_j10,22.79525782,2.234e-07,474.9761050133945
so_n10_j9__n9_j8,so,n10_j9__n9_j8,20.54607654,0.001011,428.11077134271613
so_n10_j9__n9_j9,so,n10_j9__n9_j9,14.17483859,5.167e-06,295.35571283447575
so_n10_j10__n8_j9,so,n10_j10__n8_j9,47.94832932,1.38e-07,999.0810756407204
so_n10_j10__n9_j10,so,n10_j10__n9_j10,29.27346712,2.012e-05,609.9600847986931
so_n10_j10__n9_j9,so,n10_j10__n9_j9,20.65304194,0.00103,430.3395686418905
so_n10_j10__n10_j11,so,n10_j10__n10_j11,8.54994107,2.204e-08,178.1518656024858
so_n10_j10__n10_j9,so,n10_j10__n10_j9,6.4782093,9.482e-09,134.98397978529854
so_n11_j12__n10_j11,so,n11_j12__n10_j11,22.77527028,0.001403,474.55963225520225
so_n11_j10__n8_j9,so,n11_j10__n8_j9,64.10036572,8.777e-06,1335.6349061736435
so_n11_j10__n9_j10,so,n11_j10__n9_j10,45.42550351,3.806e-07,946.5139151232498
so_n11_j10__n9_j9,so,n11_j10__n9_j9,36.80507871,4.679e-08,766.8934068843625
so_n11_j10__n10_j11,so,n11_j10__n10_j11,24.70197746,1.999e-07,514.7056959270427
so_n11_j10__n10_j9,so,n11_j10__n10_j9,22.63024737,0.00136,471.5378451153756
so_n11_j10__n10_j10,so,n11_j10__n10_j10,16.1520364,6.125e-06,336.55383053292314
so_n11_j11__n9_j10,so,n11_j11__n9_j10,51.99030961,1.46e-07,1083.3022794474473
so_n11_j11__n10_j11,so,n11_j11__n10_j11,31.26678356,2.11e-05,651.4940602512403
so_n11_j11__n10_j10,so,n11_j11__n10_j10,22.7168425,0.001379,473.34219485712066
so_n11_j11__n11_j12,so,n11_j11__n11_j12,8.49151385,2.169e-08,176.93443987291099
so_n11_j11__n11_j10,so,n11_j11__n11_j10,6.5648061,9.935e-09,136.78836432419754
so_n12_j13__n11_j12,so,n12_j13__n11_j12,24.82910295,0.001824,517.3545613430391
so_n12_j11__n9_j10,so,n12_j11__n9_j10,70.13458806,8.114e-06,1461.3676987776978
so_n12_j11__n10_j11,so,n12_j11__n10_j11,49.41106201,4.14e-07,1029.5594795814907
so_n12_j11__n10_j10,so,n12_j11__n10_j10,40.86112094,5.444e-08,851.4076139790049
so_n12_j11__n11_j12,so,n12_j11__n11_j12,26.6357923,1.809e-07,554.9998592031615
so_n12_j11__n11_j10,so,n12_j11__n11_j10,24.70908454,0.00178,514.8537834460817
so_n12_j11__n11_j11,so,n12_j11__n11_j11,18.14427844,7.104e-06,378.0654191218843
so_n12_j12__n10_j11,so,n12_j12__n10_j11,56.04699649,1.54e-07,1167.8299188686076
so_n12_j12__n11_j12,so,n12_j12__n11_j12,33.27172678,2.209e-05,693.2702984902783
so_n12_j12__n11_j11,so,n12_j12__n11_j11,24.78021292,0.001799,516.3358584090012
so_n12_j12__n12_j13,so,n12_j12__n12_j13,8.44262383,2.139e-08,175.91573714723913
so_n12_j12__n12_j11,so,n12_j12__n12_j11,6.63593449,1.031e-08,138.27043949548303
so_n13_j14__n12_j13,so,n13_j14__n12_j13,26.8843366,0.002323,560.1786821175356
so_n13_j12__n10_j11,so,n13_j12__n10_j11,76.19504605,7.536e-06,1587.6471536282554
so_n13_j12__n11_j12,so,n13_j12__n11_j12,53.41977634,4.477e-07,1113.087533249926
so_n13_j12__n11_j11,so,n13_j12__n11_j11,44.92826249,6.222e-08,936.1530933770151
so_n13_j12__n12_j13,so,n13_j12__n12_j13,28.5906734,1.651e-07,595.7329721152531
so_n13_j12__n12_j11,so,n13_j12__n12_j11,26.78398405,0.002278,558.0876742551308
so_n13_j12__n12_j12,so,n13_j12__n12_j12,20.14804957,8.102e-06,419.81723496801396
so_n13_j13__n11_j12,so,n13_j13__n11_j12,60.11484129,1.621e-07,1252.590051619016
so_n13_j13__n12_j13,so,n13_j13__n12_j13,35.28573835,2.311e-05,735.2354904843431
so_n13_j13__n12_j12,so,n13_j13__n12_j12,26.84311452,0.002297,559.3197533371042
so_n13_j13__n13_j14,so,n13_j13__n13_j14,8.40140175,2.113e-08,175.05680836680776
so_n13_j13__n13_j12,so,n13_j13__n13_j12,6.69506495,1.064e-08,139.50251836909018
so_n14_j15__n13_j14,so,n14_j15__n13_j14,28.94047643,0.002905,603.021684619549
so_n14_j13__n11_j12,so,n14_j13__n11_j12,82.27563265,7.03e-06,1714.3460206588647
so_n14_j13__n12_j13,so,n14_j13__n12_j13,57.4465297,4.815e-07,1196.9914593158255
so_n14_j13__n12_j12,so,n14_j13__n12_j12,49.00390587,7.012e-08,1021.0757221685865
so_n14_j13__n13_j14,so,n14_j13__n13_j14,30.5621931,1.52e-07,636.8127771982901
so_n14_j13__n13_j12,so,n14_j13__n13_j12,28.85585626,0.002859,601.2584863671077
so_n14_j13__n13_j13,so,n14_j13__n13_j13,22.16079135,9.113e-06,461.75596883148233
so_n14_j14__n12_j13,so,n14_j14__n12_j13,64.19124653,1.703e-07,1337.528554997233
so_n14_j14__n13_j14,so,n14_j14__n13_j14,37.30690993,2.413e-05,777.3498728796974
so_n14_j14__n13_j13,so,n14_j14__n13_j13,28.90550775,0.002878,602.2930555531435
so_n14_j14__n14_j15,so,n14_j14__n14_j15,8.36643362,2.092e-08,174.32819076054275
so_n14_j14__n14_j13,so,n14_j14__n14_j13,6.74471683,1.091e-08,140.53709568140735
so_n15_j16__n14_j15,so,n15_j16__n14_j15,30.99715732,0.003577,645.8759609827054
so_n15_j14__n12_j13,so,n15_j14__n12_j13,88.371842,6.583e-06,1841.3704129808832
so_n15_j14__n13_j14,so,n15_j14__n13_j14,61.48750539,5.154e-07,1281.1917306549815
so_n15_j14__n13_j13,so,n15_j14__n13_j13,53.08610365,7.811e-08,1106.13492249654
so_n15_j14__n14_j15,so,n15_j14__n14_j15,32.54702908,1.407e-07,678.1700485358267
so_n15_j14__n14_j13,so,n15_j14__n14_j13,30.92531236,0.003532,644.3789549152546
so_n15_j14__n14_j14,so,n15_j14__n14_j14,24.18059547,1.013e-05,503.8418579836502
so_n15_j15__n13_j14,so,n15_j15__n13_j14,68.27426478,1.786e-07,1422.6048511460783
so_n15_j15__n14_j15,so,n15_j15__n14_j15,39.33378846,2.516e-05,819.5831688185575
so_n15_j15__n14_j14,so,n15_j15__n14_j14,30.96735445,0.00355,645.2549699317333
so_n15_j15__n15_j16,so,n15_j15__n15_j16,8.33663133,2.074e-08,173.7072117948098
so_n15_j15__n15_j14,so,n15_j15__n15_j14,6.78675938,1.115e-08,141.4131202827308
so_n16_j17__n15_j16,so,n16_j17__n15_j16,33.05410227,0.004346,688.7357394635075
so_n16_j15__n13_j14,so,n16_j15__n13_j14,94.4802736,6.186e-06,1968.6494756709815
so_n16_j15__n14_j15,so,n16_j15__n14_j15,65.53979729,5.494e-07,1365.627793551827
so_n16_j15__n14_j14,so,n16_j15__n14_j14,57.17336367,8.619e-08,1191.299602791284
so_n16_j15__n15_j16,so,n16_j15__n15_j16,34.54264015,1.311e-07,719.7518363197128
so_n16_j15__n15_j14,so,n16_j15__n15_j14,32.99276765,0.0043,687.4577333474933
so_n16_j15__n15_j15,so,n16_j15__n15_j15,26.20600882,1.116e-05,546.0446245249032
so_n16_j16__n14_j15,so,n16_j16__n14_j15,72.36240386,1.869e-07,1507.7878480792292
so_n16_j16__n15_j16,so,n16_j16__n15_j16,41.36524673,2.619e-05,861.9118910554815
so_n16_j16__n15_j15,so,n16_j16__n15_j15,33.02861493,0.004317,688.2046694674607
so_n16_j16__n16_j17,so,n16_j16__n16_j17,8.31114463,2.058e-08,173.1761551341993
so_n16_j16__n16_j15,so,n16_j16__n16_j15,6.82260658,1.135e-08,142.16005473576857
so_n17_j18__n16_j17,so,n17_j18__n16_j17,35.1110954,0.005217,731.596521852619
so_n17_j16__n14_j15,so,n17_j16__n14_j15,100.59830809,5.833e-06,2096.128630122493
so_n17_j16__n15_j16,so,n17_j16__n15_j16,69.60115096,5.836e-07,1450.2526730987454
so_n17_j16__n15_j15,so,n17_j16__n15_j15,61.26451963,9.433e-08,1276.5454613039356
so_n17_j16__n16_j17,so,n17_j16__n16_j17,36.54704886,1.226e-07,761.5169371774633
so_n17_j16__n16_j15,so,n17_j16__n16_j15,35.0585108,0.005171,730.5008365706663
so_n17_j16__n16_j16,so,n17_j16__n16_j16,28.23590422,1.22e-05,588.3407818348977
so_n17_j17__n15_j16,so,n17_j17__n15_j16,76.45449749,1.952e-07,1593.0532444645341
so_n17_j17__n16_j17,so,n17_j17__n16_j17,43.40039539,2.723e-05,904.3175085432518
so_n17_j17__n16_j16,so,n17_j17__n16_j16,35.08925076,0.005188,731.1413534090526
so_n17_j17__n17_j18,so,n17_j17__n17_j18,8.2893,2.044e-08,172.7209868989993
so_n17_j17__n17_j16,so,n17_j17__n17_j16,6.85334654,1.152e-08,142.80057157415487
so_n18_j19__n17_j18,so,n18_j19__n17_j18,37.1679646,0.006199,774.4547219595223
so_n18_j17__n15_j16,so,n18_j17__n15_j16,106.72388981,5.515e-06,2223.7650433309514
so_n18_j17__n16_j17,so,n18_j17__n16_j17,73.66978771,6.177e-07,1535.0293074096687
so_n18_j17__n16_j16,so,n18_j17__n16_j16,65.35864308,1.025e-07,1361.8531522754693
so_n18_j17__n17_j18,so,n18_j17__n17_j18,38.55869231,1.152e-07,803.43278555705
so_n18_j17__n17_j16,so,n18_j17__n17_j16,37.12273886,0.006152,773.5123704405718
so_n18_j17__n17_j17,so,n18_j17__n17_j17,30.26939232,1.325e-05,630.7117988664169
so_n18_j18__n16_j17,so,n18_j18__n16_j17,80.54961722,2.036e-07,1678.3816945429683
so_n18_j18__n17_j18,so,n18_j18__n17_j18,45.43852181,2.829e-05,946.7851724819831
so_n18_j18__n17_j17,so,n18_j18__n17_j17,37.14922182,0.006169,774.0641857913502
so_n18_j18__n18_j19,so,n18_j18__n18_j19,8.27055722,2.033e-08,172.33045073082698
so_n18_j18__n18_j17,so,n18_j18__n18_j17,6.8798295,1.167e-08,143.35238692493317
so_n19_j20__n18_j19,so,n19_j20__n18_j19,39.22456911,0.007297,817.3074068217101
so_n19_j18__n16_j17,so,n19_j18__n16_j17,112.85537767,5.229e-06,2351.5245205290776
so_n19_j18__n17_j18,so,n19_j18__n17_j18,77.74428226,6.521e-07,1619.927998468093
so_n19_j18__n17_j17,so,n19_j18__n17_j17,69.45498227,1.108e-07,1447.20701177746
so_n19_j18__n18_j19,so,n19_j18__n18_j19,40.57631767,1.086e-07,845.4732767169365
so_n19_j18__n18_j17,so,n19_j18__n18_j17,39.18559081,0.007249,816.4952308305354
so_n19_j18__n18_j18,so,n19_j18__n18_j18,32.30576045,1.43e-05,673.1428259861096
so_n19_j19__n17_j18,so,n19_j19__n17_j18,84.64701129,2.12e-07,1763.7575341777392
so_n19_j19__n18_j19,so,n19_j19__n18_j19,47.47904669,2.933e-05,989.3028122182168
so_n19_j19__n18_j18,so,n19_j19__n18_j18,39.20849011,0.007265,816.9723748228262
so_n19_j19__n19_j20,so,n19_j19__n19_j20,8.25447824,2.023e-08,171.99541914867535
so_n19_j19__n19_j18,so,n19_j19__n19_j18,6.90272903,1.181e-08,143.8295357096464
so_n20_j21__n19_j20,so,n20_j21__n19_j20,41.28078868,0.008515,860.1520708357326
so_n20_j19__n17_j18,so,n20_j19__n17_j18,118.99144062,4.969e-06,2479.37932713499
so_n20_j19__n18_j19,so,n20_j19__n18_j19,81.82347603,6.864e-07,1704.9246053838333
so_n20_j19__n19_j20,so,n20_j19__n19_j20,42.59890757,1.028e-07,887.617212105926
so_n20_j19__n19_j18,so,n20_j19__n19_j18,41.24715836,0.008467,859.4513286668969
so_n20_j19__n19_j19,so,n20_j19__n19_j19,34.34442933,1.535e-05,715.6217929572505
so_n20_j20__n18_j19,so,n20_j20__n18_j19,88.74606131,2.204e-07,1849.1678782119477
so_n20_j20__n19_j20,so,n20_j20__n19_j20,49.52149286,3.039e-05,1031.860485142406
so_n20_j20__n19_j19,so,n20_j20__n19_j19,41.26701462,0.008485,859.8650659937307
so_n20_j20__n20_j21,so,n20_j20__n20_j21,8.24070418,2.014e-08,171.7084143066735
so_n20_j20__n20_j19,so,n20_j20__n20_j19,6.92258529,1.192e-08,144.24327303648016
so_n21_j22__n20_j21,so,n21_j22__n20_j21,43.33652347,0.009864,902.9866336735363
so_n21_j20__n18_j19,so,n21_j20__n18_j19,125.13098309,4.733e-06,2607.3066351738735
so_n21_j20__n19_j20,so,n21_j20__n19_j20,85.90641463,7.206e-07,1789.999241895966
so_n21_j20__n20_j21,so,n21_j20__n20_j21,44.62562595,9.748e-08,929.8471710602333
so_n21_j20__n20_j19,so,n21_j20__n20_j19,43.30750639,0.009817,902.3820158295052
so_n21_j20__n20_j20,so,n21_j20__n20_j20,36.38492178,1.64e-05,758.1387569619261
so_n21_j21__n19_j20,so,n21_j21__n19_j20,92.84625099,2.289e-07,1934.601968907506
so_n21_j21__n20_j21,so,n21_j21__n20_j21,51.56546231,3.144e-05,1074.4498980717733
so_n21_j21__n20_j20,so,n21_j21__n20_j20,43.32475751,0.009831,902.741470846396
so_n21_j21__n21_j22,so,n21_j21__n21_j22,8.22893833,2.007e-08,171.46325377156128
so_n21_j21__n21_j20,so,n21_j21__n21_j20,6.93983635,1.202e-08,144.60272680317382
so_n22_j23__n21_j22,so,n22_j23__n21_j22,45.3916859,0.01135,945.8092704640186
so_n22_j21__n19_j20,so,n22_j21__n19_j20,131.27309077,4.518e-06,2735.2873935164994
so_n22_j21__n20_j21,so,n22_j21__n20_j21,89.99230209,7.55e-07,1875.1353226807662
so_n22_j21__n21_j22,so,n22_j21__n21_j22,46.65577812,9.271e-08,972.1486785889203
so_n22_j21__n21_j20,so,n22_j21__n21_j20,45.36667614,0.0113,945.288151620533
